timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1683375859524,54,S01_T01_LaunchApp-16,200,,parallel bzm - Parallel Controller,text,true,,511,1017,25,3,http://localhost:8080/api/v1/content/pages/?page=0&count=20&store=&lang=en,49,0,1
1683375859523,60,S01_T01_LaunchApp-10,200,,parallel bzm - Parallel Controller,text,true,,9311,1015,24,3,http://localhost:8080/api/v1/products/group/FEATURED_ITEM?store=&lang=en,59,0,2
1683375859521,68,S01_T01_LaunchApp-09,404,,parallel bzm - Parallel Controller,text,false,,522,1008,23,3,http://localhost:8080/api/v1/content/boxes/headerMessage/?lang=en,66,0,1
1683375859532,70,S01_T01_LaunchApp-26,200,,parallel bzm - Parallel Controller,text,true,,531,1024,22,3,http://localhost:8080/api/v1/product/52/price/,69,0,1
1683375859538,66,S01_T01_LaunchApp-31,200,,parallel bzm - Parallel Controller,text,true,,531,1024,21,3,http://localhost:8080/api/v1/product/52/price/,61,0,1
1683375859534,70,S01_T01_LaunchApp-30,200,,parallel bzm - Parallel Controller,text,true,,531,1024,21,3,http://localhost:8080/api/v1/product/51/price/,63,0,1
1683375859517,89,S01_T01_LaunchApp-12,200,,parallel bzm - Parallel Controller,,true,,533,989,19,3,http://localhost:8080/api/v1/store/DEFAULT,89,0,2
1683375859537,73,S01_T01_LaunchApp-14,200,,parallel bzm - Parallel Controller,text,true,,1163,985,18,3,http://localhost:8080/api/v1/store/DEFAULT,73,0,1
1683375859533,83,S01_T01_LaunchApp-29,200,,parallel bzm - Parallel Controller,text,true,,531,1023,17,3,http://localhost:8080/api/v1/product/1/price/,80,0,1
1683375859524,93,S01_T01_LaunchApp-20,200,,parallel bzm - Parallel Controller,,true,,533,992,17,3,http://localhost:8080/api/v1/product/1/price/,93,0,0
1683375859534,85,S01_T01_LaunchApp-27,200,,parallel bzm - Parallel Controller,text,true,,529,1024,15,3,http://localhost:8080/api/v1/product/50/price/,84,0,1
1683375859530,92,S01_T01_LaunchApp-25,200,,parallel bzm - Parallel Controller,text,true,,531,1023,14,3,http://localhost:8080/api/v1/product/1/price/,86,0,1
1683375859534,94,S01_T01_LaunchApp-28,200,,parallel bzm - Parallel Controller,text,true,,529,1024,13,3,http://localhost:8080/api/v1/product/50/price/,89,0,1
1683375859537,91,S01_T01_LaunchApp-32,200,,parallel bzm - Parallel Controller,text,true,,531,1024,13,3,http://localhost:8080/api/v1/product/51/price/,91,0,1
1683375859526,106,S01_T01_LaunchApp-19,200,,parallel bzm - Parallel Controller,,true,,533,993,11,3,http://localhost:8080/api/v1/product/50/price/,106,0,2
1683375859510,124,S01_T01_LaunchApp-06,200,,parallel bzm - Parallel Controller,,true,,533,1012,10,3,http://localhost:8080/api/v1/content/boxes/headerMessage/?lang=en,124,0,1
1683375859517,117,S01_T01_LaunchApp-11,200,,parallel bzm - Parallel Controller,,true,,533,1016,10,3,http://localhost:8080/api/v1/category/?count=20&page=0&store=&lang=en,117,0,2
1683375859528,110,S01_T01_LaunchApp-21,200,,parallel bzm - Parallel Controller,,true,,533,992,8,3,http://localhost:8080/api/v1/product/1/price/,110,0,1
1683375859510,132,S01_T01_LaunchApp-07,200,,parallel bzm - Parallel Controller,,true,,533,1019,7,3,http://localhost:8080/api/v1/products/group/FEATURED_ITEM?store=&lang=en,132,0,1
1683375859538,108,S01_T01_LaunchApp-22,200,,parallel bzm - Parallel Controller,,true,,533,993,6,3,http://localhost:8080/api/v1/product/51/price/,108,0,1
1683375859527,119,S01_T01_LaunchApp-17,200,,parallel bzm - Parallel Controller,,true,,533,993,6,3,http://localhost:8080/api/v1/product/50/price/,119,0,1
1683375859530,119,S01_T01_LaunchApp-24,200,,parallel bzm - Parallel Controller,,true,,533,993,4,3,http://localhost:8080/api/v1/product/52/price/,119,0,5
1683375859527,126,S01_T01_LaunchApp-23,200,,parallel bzm - Parallel Controller,,true,,533,993,3,3,http://localhost:8080/api/v1/product/51/price/,126,0,1
1683375859526,131,S01_T01_LaunchApp-18,200,,parallel bzm - Parallel Controller,,true,,533,993,2,3,http://localhost:8080/api/v1/product/52/price/,131,0,3
1683375859523,140,S01_T01_LaunchApp-13,200,,parallel bzm - Parallel Controller,,true,,533,1021,1,3,http://localhost:8080/api/v1/content/pages/?page=0&count=20&store=&lang=en,140,0,1
1683375859699,44,S01_T01_LaunchApp-16,200,,parallel bzm - Parallel Controller,text,true,,511,1017,28,4,http://localhost:8080/api/v1/content/pages/?page=0&count=20&store=&lang=en,23,0,1
1683375859695,49,S01_T01_LaunchApp-05,200,,parallel bzm - Parallel Controller,text,true,,450,985,28,4,http://localhost:8080/actuator/health/ping,33,0,2
1683375859711,39,S01_T01_LaunchApp-15,200,,parallel bzm - Parallel Controller,text,true,,1531,1012,26,4,http://localhost:8080/api/v1/category/?count=20&page=0&store=&lang=en,39,0,1
1683375859715,40,S01_T01_LaunchApp-14,200,,parallel bzm - Parallel Controller,text,true,,1163,985,25,4,http://localhost:8080/api/v1/store/DEFAULT,39,0,2
1683375859696,64,S01_T01_LaunchApp-04,200,,parallel bzm - Parallel Controller,,true,,533,989,24,4,http://localhost:8080/actuator/health/ping,64,0,0
1683375859715,45,S01_T01_LaunchApp-31,200,,parallel bzm - Parallel Controller,text,true,,531,1024,24,4,http://localhost:8080/api/v1/product/52/price/,45,0,3
1683375859720,41,S01_T01_LaunchApp-25,200,,parallel bzm - Parallel Controller,text,true,,531,1023,22,4,http://localhost:8080/api/v1/product/1/price/,31,0,1
1683375859721,39,S01_T01_LaunchApp-29,200,,parallel bzm - Parallel Controller,text,true,,531,1023,24,4,http://localhost:8080/api/v1/product/1/price/,39,0,2
1683375859695,69,S01_T01_LaunchApp-07,200,,parallel bzm - Parallel Controller,,true,,533,1019,20,4,http://localhost:8080/api/v1/products/group/FEATURED_ITEM?store=&lang=en,69,0,1
1683375859712,58,S01_T01_LaunchApp-27,200,,parallel bzm - Parallel Controller,text,true,,529,1024,19,4,http://localhost:8080/api/v1/product/50/price/,58,0,1
1683375859713,61,S01_T01_LaunchApp-28,200,,parallel bzm - Parallel Controller,text,true,,529,1024,18,4,http://localhost:8080/api/v1/product/50/price/,59,0,0
1683375859715,61,S01_T01_LaunchApp-32,200,,parallel bzm - Parallel Controller,text,true,,531,1024,17,4,http://localhost:8080/api/v1/product/51/price/,61,0,2
1683375859696,84,S01_T01_LaunchApp-10,200,,parallel bzm - Parallel Controller,text,true,,9311,1015,16,4,http://localhost:8080/api/v1/products/group/FEATURED_ITEM?store=&lang=en,46,0,1
1683375859699,87,S01_T01_LaunchApp-19,200,,parallel bzm - Parallel Controller,,true,,533,993,15,4,http://localhost:8080/api/v1/product/50/price/,87,0,0
1683375859700,89,S01_T01_LaunchApp-11,200,,parallel bzm - Parallel Controller,,true,,533,1016,14,4,http://localhost:8080/api/v1/category/?count=20&page=0&store=&lang=en,89,0,11
1683375859721,73,S01_T01_LaunchApp-26,200,,parallel bzm - Parallel Controller,text,true,,531,1024,13,4,http://localhost:8080/api/v1/product/52/price/,72,0,0
1683375859712,82,S01_T01_LaunchApp-24,200,,parallel bzm - Parallel Controller,,true,,533,993,13,4,http://localhost:8080/api/v1/product/52/price/,82,0,1
1683375859699,97,S01_T01_LaunchApp-13,200,,parallel bzm - Parallel Controller,,true,,533,1021,11,4,http://localhost:8080/api/v1/content/pages/?page=0&count=20&store=&lang=en,97,0,0
1683375859720,80,S01_T01_LaunchApp-30,200,,parallel bzm - Parallel Controller,text,true,,531,1024,10,4,http://localhost:8080/api/v1/product/51/price/,50,0,1
1683375859700,101,S01_T01_LaunchApp-09,404,,parallel bzm - Parallel Controller,text,false,,522,1008,9,4,http://localhost:8080/api/v1/content/boxes/headerMessage/?lang=en,99,0,15
1683375859695,110,S01_T01_LaunchApp-06,200,,parallel bzm - Parallel Controller,,true,,533,1012,8,4,http://localhost:8080/api/v1/content/boxes/headerMessage/?lang=en,110,0,1
1683375859696,110,S01_T01_LaunchApp-12,200,,parallel bzm - Parallel Controller,,true,,533,989,8,4,http://localhost:8080/api/v1/store/DEFAULT,110,0,0
1683375859713,101,S01_T01_LaunchApp-23,200,,parallel bzm - Parallel Controller,,true,,533,993,6,4,http://localhost:8080/api/v1/product/51/price/,101,0,0
1683375859718,109,S01_T01_LaunchApp-17,200,,parallel bzm - Parallel Controller,,true,,533,993,5,4,http://localhost:8080/api/v1/product/50/price/,109,0,1
1683375859720,115,S01_T01_LaunchApp-22,200,,parallel bzm - Parallel Controller,,true,,533,993,4,4,http://localhost:8080/api/v1/product/51/price/,115,0,1
1683375859717,119,S01_T01_LaunchApp-18,200,,parallel bzm - Parallel Controller,,true,,533,993,3,4,http://localhost:8080/api/v1/product/52/price/,119,0,2
1683375859699,138,S01_T01_LaunchApp-20,200,,parallel bzm - Parallel Controller,,true,,533,992,2,4,http://localhost:8080/api/v1/product/1/price/,138,0,0
1683375859721,116,S01_T01_LaunchApp-21,200,,parallel bzm - Parallel Controller,,true,,533,992,2,4,http://localhost:8080/api/v1/product/1/price/,116,0,1
1683375859889,19,S01_T01_LaunchApp-16,200,,parallel bzm - Parallel Controller,text,true,,511,1017,28,5,http://localhost:8080/api/v1/content/pages/?page=0&count=20&store=&lang=en,19,0,1
1683375859887,21,S01_T01_LaunchApp-05,200,,parallel bzm - Parallel Controller,text,true,,450,985,28,5,http://localhost:8080/actuator/health/ping,21,0,0
1683375859887,21,S01_T01_LaunchApp-04,200,,parallel bzm - Parallel Controller,,true,,533,989,28,5,http://localhost:8080/actuator/health/ping,21,0,0
1683375859889,34,S01_T01_LaunchApp-15,200,,parallel bzm - Parallel Controller,text,true,,1531,1012,25,5,http://localhost:8080/api/v1/category/?count=20&page=0&store=&lang=en,34,0,1
1683375859893,31,S01_T01_LaunchApp-26,200,,parallel bzm - Parallel Controller,text,true,,531,1024,24,5,http://localhost:8080/api/v1/product/52/price/,31,0,1
1683375859887,48,S01_T01_LaunchApp-09,404,,parallel bzm - Parallel Controller,text,false,,522,1008,23,5,http://localhost:8080/api/v1/content/boxes/headerMessage/?lang=en,41,0,2
1683375859893,42,S01_T01_LaunchApp-25,200,,parallel bzm - Parallel Controller,text,true,,531,1023,23,5,http://localhost:8080/api/v1/product/1/price/,42,0,0
1683375859887,56,S01_T01_LaunchApp-06,200,,parallel bzm - Parallel Controller,,true,,533,1012,21,5,http://localhost:8080/api/v1/content/boxes/headerMessage/?lang=en,56,0,0
1683375859889,60,S01_T01_LaunchApp-10,200,,parallel bzm - Parallel Controller,text,true,,9311,1015,20,5,http://localhost:8080/api/v1/products/group/FEATURED_ITEM?store=&lang=en,55,0,1
1683375859891,62,S01_T01_LaunchApp-14,200,,parallel bzm - Parallel Controller,text,true,,1163,985,19,5,http://localhost:8080/api/v1/store/DEFAULT,62,0,3
1683375859889,74,S01_T01_LaunchApp-12,200,,parallel bzm - Parallel Controller,,true,,533,989,18,5,http://localhost:8080/api/v1/store/DEFAULT,74,0,1
1683375859897,66,S01_T01_LaunchApp-32,200,,parallel bzm - Parallel Controller,text,true,,531,1024,18,5,http://localhost:8080/api/v1/product/51/price/,49,0,2
1683375859889,74,S01_T01_LaunchApp-17,200,,parallel bzm - Parallel Controller,,true,,533,993,18,5,http://localhost:8080/api/v1/product/50/price/,74,0,1
1683375859895,68,S01_T01_LaunchApp-31,200,,parallel bzm - Parallel Controller,text,true,,531,1024,18,5,http://localhost:8080/api/v1/product/52/price/,68,0,1
1683375859906,58,S01_T01_LaunchApp-30,200,,parallel bzm - Parallel Controller,text,true,,531,1024,16,5,http://localhost:8080/api/v1/product/51/price/,57,0,1
1683375859895,75,S01_T01_LaunchApp-28,200,,parallel bzm - Parallel Controller,text,true,,529,1024,13,5,http://localhost:8080/api/v1/product/50/price/,74,0,1
1683375859892,88,S01_T01_LaunchApp-23,200,,parallel bzm - Parallel Controller,,true,,533,993,12,5,http://localhost:8080/api/v1/product/51/price/,88,0,1
1683375859887,97,S01_T01_LaunchApp-07,200,,parallel bzm - Parallel Controller,,true,,533,1019,11,5,http://localhost:8080/api/v1/products/group/FEATURED_ITEM?store=&lang=en,97,0,0
1683375859888,99,S01_T01_LaunchApp-11,200,,parallel bzm - Parallel Controller,,true,,533,1016,10,5,http://localhost:8080/api/v1/category/?count=20&page=0&store=&lang=en,99,0,2
1683375859897,90,S01_T01_LaunchApp-29,200,,parallel bzm - Parallel Controller,text,true,,531,1023,10,5,http://localhost:8080/api/v1/product/1/price/,90,0,2
1683375859892,105,S01_T01_LaunchApp-18,200,,parallel bzm - Parallel Controller,,true,,533,993,8,5,http://localhost:8080/api/v1/product/52/price/,105,0,1
1683375859897,106,S01_T01_LaunchApp-27,200,,parallel bzm - Parallel Controller,text,true,,529,1024,7,5,http://localhost:8080/api/v1/product/50/price/,91,0,2
1683375859889,114,S01_T01_LaunchApp-13,200,,parallel bzm - Parallel Controller,,true,,533,1021,7,5,http://localhost:8080/api/v1/content/pages/?page=0&count=20&store=&lang=en,114,0,1
1683375859893,112,S01_T01_LaunchApp-21,200,,parallel bzm - Parallel Controller,,true,,533,992,5,5,http://localhost:8080/api/v1/product/1/price/,112,0,1
1683375859892,113,S01_T01_LaunchApp-24,200,,parallel bzm - Parallel Controller,,true,,533,993,5,5,http://localhost:8080/api/v1/product/52/price/,113,0,1
1683375859893,117,S01_T01_LaunchApp-19,200,,parallel bzm - Parallel Controller,,true,,533,993,3,5,http://localhost:8080/api/v1/product/50/price/,117,0,1
1683375859895,120,S01_T01_LaunchApp-20,200,,parallel bzm - Parallel Controller,,true,,533,992,2,5,http://localhost:8080/api/v1/product/1/price/,120,0,3
1683375859896,122,S01_T01_LaunchApp-22,200,,parallel bzm - Parallel Controller,,true,,533,993,1,5,http://localhost:8080/api/v1/product/51/price/,122,0,0
1683375859112,41,S01_T01_LaunchApp,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,475,965,5,5,null,0,908,31
1683375859193,41,S01_T01_LaunchApp-00,200,,Thread Group 1-1,text,true,,475,965,1,1,http://localhost:8080/,41,0,31
1683375859683,3,S01_T01_LaunchApp,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,475,965,5,5,null,0,509,0
1683375859684,3,S01_T01_LaunchApp-00,200,,Thread Group 1-4,text,true,,475,965,4,4,http://localhost:8080/,3,0,0
1683375860320,19,S01_T02_OpenTablesTab-14,200,,parallel bzm - Parallel Controller,text,true,,765,1005,8,5,http://localhost:8080/api/v1/category/50?store=DEFAULT&lang=en,11,0,1
1683375860322,17,S01_T02_OpenTablesTab-17,200,,parallel bzm - Parallel Controller,text,true,,642,1020,8,5,http://localhost:8080/api/v1/category/50/manufacturers/?store=DEFAULT&lang=en,16,0,1
1683375860320,28,S01_T02_OpenTablesTab-15,200,,parallel bzm - Parallel Controller,text,true,,531,1023,6,5,http://localhost:8080/api/v1/product/1/price/,28,0,1
1683375860321,41,S01_T02_OpenTablesTab-16,200,,parallel bzm - Parallel Controller,,true,,533,1024,5,5,http://localhost:8080/api/v1/category/50/manufacturers/?store=DEFAULT&lang=en,41,0,2
1683375860322,42,S01_T02_OpenTablesTab-18,200,,parallel bzm - Parallel Controller,,true,,533,1019,4,5,http://localhost:8080/api/v1/category/50/variants/?store=DEFAULT&lang=en,42,0,1
1683375860320,46,S01_T02_OpenTablesTab-13,200,,parallel bzm - Parallel Controller,,true,,533,1009,3,5,http://localhost:8080/api/v1/category/50?store=DEFAULT&lang=en,46,0,1
1683375860320,48,S01_T02_OpenTablesTab-12,200,,parallel bzm - Parallel Controller,,true,,533,992,2,5,http://localhost:8080/api/v1/product/1/price/,48,0,1
1683375860410,12,S01_T02_OpenTablesTab-14,200,,parallel bzm - Parallel Controller,text,true,,765,1005,8,5,http://localhost:8080/api/v1/category/50?store=DEFAULT&lang=en,12,0,1
1683375860410,13,S01_T02_OpenTablesTab-15,200,,parallel bzm - Parallel Controller,text,true,,531,1023,7,5,http://localhost:8080/api/v1/product/1/price/,12,0,1
1683375860413,20,S01_T02_OpenTablesTab-17,200,,parallel bzm - Parallel Controller,text,true,,642,1020,6,5,http://localhost:8080/api/v1/category/50/manufacturers/?store=DEFAULT&lang=en,20,0,0
1683375860410,47,S01_T02_OpenTablesTab-13,200,,parallel bzm - Parallel Controller,,true,,533,1009,5,5,http://localhost:8080/api/v1/category/50?store=DEFAULT&lang=en,47,0,1
1683375860410,47,S01_T02_OpenTablesTab-12,200,,parallel bzm - Parallel Controller,,true,,533,992,5,5,http://localhost:8080/api/v1/product/1/price/,47,0,1
1683375860413,46,S01_T02_OpenTablesTab-18,200,,parallel bzm - Parallel Controller,,true,,533,1019,3,5,http://localhost:8080/api/v1/category/50/variants/?store=DEFAULT&lang=en,46,0,0
